Country_Name,Country_Code,Year,Fertility_Rate,GDP
Sierra Leone,SLE,2015,2.408687161,-22.38331483
Singapore,SGP,2015,1.186376937,55645.60686
Singapore,SGP,2015,1.186376937,1.762324686
Sint Maarten (Dutch part),SXM,2015,2.980223174,36519.99266
Sint Maarten (Dutch part),SXM,2015,2.980223174,-2.833546206
Slovak Republic,SVK,2015,0.095033879,16390.88217
Slovak Republic,SVK,2015,0.095033879,5.06728463
Slovenia,SVN,2015,0.075190689,20890.16643
Slovenia,SVN,2015,0.075190689,2.133258028
Small states,SST,2015,1.274909938,10568.2407
Small states,SST,2015,1.274909938,1.606782874
Solomon Islands,SLB,2015,2.52650759,2134.805418
Solomon Islands,SLB,2015,2.52650759,-0.860529804
Somalia,SOM,2015,3.359150333,507.4829155
Somalia,SOM,2015,3.359150333,6.314864285
South Africa,ZAF,2015,2.074016859,6204.929901
South Africa,ZAF,2015,2.074016859,-0.757928114
South Asia,SAS,2015,1.226596596,1539.594145
South Asia,SAS,2015,1.226596596,5.951958508
South Asia (IDA & IBRD),TSA,2015,1.226596596,1539.594145
South Asia (IDA & IBRD),TSA,2015,1.226596596,5.951958508
South Sudan,SSD,2015,-0.169451605,1071.777765
South Sudan,SSD,2015,-0.169451605,-10.64207441
Spain,ESP,2015,-0.077588862,25754.36103
Spain,ESP,2015,-0.077588862,3.919117265
Sri Lanka,LKA,2015,0.456782306,3990.353117
Sri Lanka,LKA,2015,0.456782306,3.731046585
St. Kitts and Nevis,KNA,2015,0.00209251,20029.75983
St. Kitts and Nevis,KNA,2015,0.00209251,0.692028515
St. Lucia,LCA,2015,0.467430587,10292.73353
St. Lucia,LCA,2015,0.467430587,-0.364700301
St. Martin (French part),MAF,2015,-0.685821046,1.695059966
St. Vincent and the Grenadines,VCT,2015,-0.403010939,7386.746638
St. Vincent and the Grenadines,VCT,2015,-0.403010939,3.198224391
Sub-Saharan Africa,SSF,2015,2.770454195,1654.272807
Sub-Saharan Africa,SSF,2015,2.770454195,0.145878199
Sub-Saharan Africa (excluding high income),SSA,2015,2.770502193,1653.005847
Sub-Saharan Africa (excluding high income),SSA,2015,2.770502193,0.141096769
Sub-Saharan Africa (IDA & IBRD countries),TSS,2015,2.770454195,1654.272807
Sub-Saharan Africa (IDA & IBRD countries),TSS,2015,2.770454195,0.145878199
Sudan,SDN,2015,3.107511671,1355.126099
Sudan,SDN,2015,3.107511671,-1.207998062
Suriname,SUR,2015,1.011747632,8907.837258
Suriname,SUR,2015,1.011747632,-4.385332083
Sweden,SWE,2015,1.057454686,51545.48361
Sweden,SWE,2015,1.057454686,3.390176296
Switzerland,CHE,2015,1.138337152,83806.4476
Switzerland,CHE,2015,1.138337152,0.494129822
Syrian Arab Republic,SYR,2015,-4.415743721,857.4178848
Syrian Arab Republic,SYR,2015,-4.415743721,0.146192502
Tajikistan,TJK,2015,2.346816042,970.3625472
Tajikistan,TJK,2015,2.346816042,3.560193553
Tanzania,TZA,2015,3.344574305,929.7998047
Tanzania,TZA,2015,3.344574305,2.685367285
Thailand,THA,2015,0.475496517,5708.794091
Thailand,THA,2015,0.475496517,2.644812515
Timor-Leste,TLS,2015,1.755472386,1322.929094
Timor-Leste,TLS,2015,1.755472386,1.008435643
Togo,TGO,2015,2.504545741,770.1438074
Togo,TGO,2015,2.504545741,2.859340497
Tonga,TON,2015,-0.473800875,4117.931047
Tonga,TON,2015,-0.473800875,1.652378933
Trinidad and Tobago,TTO,2015,0.653834662,18508.7705
Trinidad and Tobago,TTO,2015,0.653834662,-1.424095046
Tunisia,TUN,2015,1.120928168,3960.924849
Tunisia,TUN,2015,1.120928168,-0.157752757
Turkiye,TUR,2015,1.33411577,11049.99511
Turkiye,TUR,2015,1.33411577,4.678595993
Turkmenistan,TKM,2015,1.807271728,6208.296655
Turkmenistan,TKM,2015,1.807271728,4.592543895
Turks and Caicos Islands,TCA,2015,4.343341672,25783.2941
Turks and Caicos Islands,TCA,2015,4.343341672,6.583542399
Tuvalu,TUV,2015,-0.20205738,3384.383201
Tuvalu,TUV,2015,-0.20205738,10.63999724
Uganda,UGA,2015,3.091309156,864.1800593
Uganda,UGA,2015,3.091309156,1.98592377
Ukraine,UKR,2015,-0.23176829,2124.662598
Ukraine,UKR,2015,-0.23176829,-9.443832191
United Arab Emirates,ARE,2015,0.911950036,41525.1389
United Arab Emirates,ARE,2015,0.911950036,5.817357871
United Kingdom,GBR,2015,0.792367506,44964.39114
United Kingdom,GBR,2015,0.792367506,1.413498683
United States,USA,2015,0.736217309,57040.20821
United States,USA,2015,0.736217309,2.190430566
Upper middle income,UMC,2015,0.872864302,7372.179962
Upper middle income,UMC,2015,0.872864302,3.641364599
Uruguay,URY,2015,0.328384513,16950.75317
Uruguay,URY,2015,0.328384513,0.041679877
Uzbekistan,UZB,2015,1.744258375,2753.971058
Uzbekistan,UZB,2015,1.744258375,5.364816968
Vanuatu,VUT,2015,2.383501228,2643.886886
Vanuatu,VUT,2015,2.383501228,-1.997430873
Viet Nam,VNM,2015,1.042270946,2595.234844
Viet Nam,VNM,2015,1.042270946,5.877849305
Virgin Islands (U.S.),VIR,2015,-0.157703865,34007.35294
Virgin Islands (U.S.),VIR,2015,-0.157703865,-0.267922316
West Bank and Gaza,PSE,2015,2.290480058,3272.154324
West Bank and Gaza,PSE,2015,2.290480058,1.372585088
World,WLD,2015,1.18823194,10177.89051
World,WLD,2015,1.18823194,1.915147257
Yemen. Rep.,YEM,2015,2.712954898,1488.416289
Yemen. Rep.,YEM,2015,2.712954898,-29.9217613
Zambia,ZMB,2015,3.191896262,1307.909649
Zambia,ZMB,2015,3.191896262,-0.312861216
Zimbabwe,ZWE,2015,2.136294238,1410.329173
Zimbabwe,ZWE,2015,2.136294238,-0.132759722
Afghanistan,AFG,2015,50.57681872,566.8811297
Afghanistan,AFG,2015,50.57681872,-1.666416415
Africa Eastern and Southern,AFE,2015,49.46805966,1498.805084
Africa Eastern and Southern,AFE,2015,49.46805966,0.203288817
Africa Western and Central,AFW,2015,50.20340912,1882.518808
Africa Western and Central,AFW,2015,50.20340912,0.088258121
Albania,ALB,2015,50.15755524,3952.803574
Albania,ALB,2015,50.15755524,2.516827054
Algeria,DZA,2015,50.96263186,4741.49977
Algeria,DZA,2015,50.96263186,1.156557658
American Samoa,ASM,2015,50.10707055,13101.54182
American Samoa,ASM,2015,50.10707055,4.854442301
Andorra,AND,2015,50.43904887,38885.53032
Andorra,AND,2015,50.43904887,1.257416013
Angola,AGO,2015,49.34250805,3217.33924
Angola,AGO,2015,49.34250805,-2.64297533
Antigua and Barbuda,ATG,2015,47.64567883,15985.54114
Antigua and Barbuda,ATG,2015,47.64567883,0.649980301
Arab World,ARB,2015,51.84501825,6258.607227
Arab World,ARB,2015,51.84501825,1.205601629
Argentina,ARG,2015,49.47705305,13789.06042
Argentina,ARG,2015,49.47705305,1.629664279
Armenia,ARM,2015,45.61704582,3666.141822
Armenia,ARM,2015,45.61704582,3.606369078
Aruba,ABW,2015,47.41168459,28419.26453
Aruba,ABW,2015,47.41168459,-1.25558861
Australia,AUS,2015,49.66263558,56758.8692
Australia,AUS,2015,49.66263558,0.741438844
Austria,AUT,2015,49.01876453,44195.81759
Austria,AUT,2015,49.01876453,-0.11154019
Azerbaijan,AZE,2015,49.24722309,5500.503646
Azerbaijan,AZE,2015,49.24722309,-0.103121365
Bahamas. The,BHS,2015,48.09153113,29722.40684
Bahamas. The,BHS,2015,48.09153113,0.079627995
Bahrain,BHR,2015,61.79230947,22850.6654
Bahrain,BHR,2015,61.79230947,-0.9888553
Bangladesh,BGD,2015,49.75974339,1236.435456
Bangladesh,BGD,2015,49.75974339,5.291060808
Barbados,BRB,2015,47.83104325,17040.41761
Barbados,BRB,2015,47.83104325,2.206615771
Belarus,BLR,2015,46.23172628,5967.06856
Belarus,BLR,2015,46.23172628,-3.957343643
Belgium,BEL,2015,49.17858276,41008.29672
Belgium,BEL,2015,49.17858276,1.451893368
Belize,BLZ,2015,50.28607473,6098.60008
Belize,BLZ,2015,50.28607473,1.063864853
Benin,BEN,2015,49.96901521,1041.652523
Benin,BEN,2015,49.96901521,-1.181684836
Bermuda,BMU,2015,48.62536425,102005.6256
Bermuda,BMU,2015,48.62536425,0.622598427
Bhutan,BTN,2015,53.1682798,2899.228294
Bhutan,BTN,2015,53.1682798,5.576715068
Bolivia,BOL,2015,50.30267126,2975.648811
Bolivia,BOL,2015,50.30267126,3.220538823
Bosnia and Herzegovina,BIH,2015,48.94322996,4654.60862
Bosnia and Herzegovina,BIH,2015,48.94322996,5.698303515
Botswana,BWA,2015,49.22849541,5869.737579
Botswana,BWA,2015,49.22849541,-6.700302342
Brazil,BRA,2015,49.22733692,8783.215424
Brazil,BRA,2015,49.22733692,-4.358317179
Brunei Darussalam,BRN,2015,51.87869124,30681.43397
Brunei Darussalam,BRN,2015,51.87869124,-1.522384232
Bulgaria,BGR,2015,48.46533565,7078.860323
Bulgaria,BGR,2015,48.46533565,4.059411408
Burkina Faso,BFA,2015,49.71369566,632.1266858
Burkina Faso,BFA,2015,49.71369566,0.877785605
Burundi,BDI,2015,49.59165288,289.3596272
Burundi,BDI,2015,49.59165288,-5.980495612
Cabo Verde,CPV,2015,49.74536643,3169.078901
Cabo Verde,CPV,2015,49.74536643,-0.177226393
Cambodia,KHM,2015,49.48351301,1170.742816
Cambodia,KHM,2015,49.48351301,5.531684684
Cameroon,CMR,2015,49.81544495,1399.675336
Cameroon,CMR,2015,49.81544495,2.392797413
Canada,CAN,2015,49.61611296,43594.1941
Canada,CAN,2015,49.61611296,-0.112369173
Caribbean small states,CSS,2015,49.3457195,11629.12077
Caribbean small states,CSS,2015,49.3457195,-0.120503122
Cayman Islands,CYM,2015,50.19126266,77295.84566
Cayman Islands,CYM,2015,50.19126266,0.550605615
Central African Republic,CAF,2015,50.08614263,351.8797548
Central African Republic,CAF,2015,50.08614263,3.891158828
Central Europe and the Baltics,CEB,2015,48.3281785,12528.08264
Central Europe and the Baltics,CEB,2015,48.3281785,4.266388448
Chad,TCD,2015,50.16254989,774.4116031
Chad,TCD,2015,50.16254989,-0.453003769
Chile,CHL,2015,49.61324275,13567.35722
Chile,CHL,2015,49.61324275,1.105758381
China,CHN,2015,51.17688005,8016.445595
China,CHN,2015,51.17688005,6.420736477
Colombia,COL,2015,49.38987339,6228.651621
Colombia,COL,2015,49.38987339,1.990616494
Comoros,COM,2015,50.11298027,1322.936776
Comoros,COM,2015,50.11298027,-1.014068958
Congo. Dem. Rep.,COD,2015,49.57898928,482.0645686
Congo. Dem. Rep.,COD,2015,49.57898928,3.353084347
Congo. Rep.,COG,2015,49.89969169,2455.340858
Congo. Rep.,COG,2015,49.89969169,-1.954714357
Costa Rica,CRI,2015,50.15216817,11529.95517
Costa Rica,CRI,2015,50.15216817,2.573178611
Cote d'Ivoire,CIV,2015,50.64482422,1941.581898
Cote d'Ivoire,CIV,2015,50.64482422,4.463889962
Croatia,HRV,2015,48.38203306,12135.10362
Croatia,HRV,2015,48.38203306,3.397727998
Cuba,CUB,2015,49.84192974,7683.740254
Cuba,CUB,2015,49.84192974,4.365870759
Curacao,CUW,2015,46.15561531,19361.813
Curacao,CUW,2015,46.15561531,-0.858779915
Cyprus,CYP,2015,50.10932552,23487.21875
Cyprus,CYP,2015,50.10932552,4.009426772
Czechia,CZE,2015,49.14550811,17829.69832
Czechia,CZE,2015,49.14550811,5.181402654
Denmark,DNK,2015,49.65262929,53254.85637
Denmark,DNK,2015,49.65262929,1.622166258
Djibouti,DJI,2015,49.73689676,2409.311902
Djibouti,DJI,2015,49.73689676,5.69115555
Dominica,DMA,2015,50.20069422,7724.042411
Dominica,DMA,2015,50.20069422,-3.615168468
Dominican Republic,DOM,2015,50.4032162,6838.936746
Dominican Republic,DOM,2015,50.4032162,5.655742243
Early-demographic dividend,EAR,2015,50.85533282,3234.225944
Early-demographic dividend,EAR,2015,50.85533282,2.976705993
East Asia & Pacific,EAS,2015,50.64385284,9586.056625
East Asia & Pacific,EAS,2015,50.64385284,3.985556969
East Asia & Pacific (excluding high income),EAP,2015,50.81679562,6499.96372
East Asia & Pacific (excluding high income),EAP,2015,50.81679562,5.900612304
East Asia & Pacific (IDA & IBRD countries),TEA,2015,50.83818077,6572.889553
East Asia & Pacific (IDA & IBRD countries),TEA,2015,50.83818077,5.897541639
Ecuador,ECU,2015,50.01405294,6002.108311
Ecuador,ECU,2015,50.01405294,-1.351005584
Egypt. Arab Rep.,EGY,2015,50.62491789,3370.382447
Egypt. Arab Rep.,EGY,2015,50.62491789,2.095538306
El Salvador,SLV,2015,47.76190783,3761.51368
El Salvador,SLV,2015,47.76190783,2.046016356
Equatorial Guinea,GNQ,2015,52.6729192,9788.983804
Equatorial Guinea,GNQ,2015,52.6729192,-12.60468504
Estonia,EST,2015,46.82209884,17402.03761
Estonia,EST,2015,46.82209884,1.786274694
Eswatini,SWZ,2015,49.17817231,3583.31129
Eswatini,SWZ,2015,49.17817231,1.499857603
Ethiopia,ETH,2015,50.31668537,630.3126194
Ethiopia,ETH,2015,50.31668537,7.456695097
Euro area,EMU,2015,48.82067509,34118.36594
Euro area,EMU,2015,48.82067509,1.759586777
Europe & Central Asia,ECS,2015,48.44886039,22579.1837
Europe & Central Asia,ECS,2015,48.44886039,1.590516886
Europe & Central Asia (excluding high income),ECA,2015,48.78687506,6312.150342
Europe & Central Asia (excluding high income),ECA,2015,48.78687506,2.663898561
Europe & Central Asia (IDA & IBRD countries),TEC,2015,47.95864328,8014.504151
Europe & Central Asia (IDA & IBRD countries),TEC,2015,47.95864328,0.964924335
European Union,EUU,2015,48.78158094,30487.65237
European Union,EUU,2015,48.78158094,2.08645416
Faroe Islands,FRO,2015,51.64085546,52726.68738
Faroe Islands,FRO,2015,51.64085546,0.250331565
Fiji,FJI,2015,50.51166594,5105.189592
Fiji,FJI,2015,50.51166594,4.314346977
Finland,FIN,2015,49.21412891,42801.90812
Finland,FIN,2015,49.21412891,0.21302942
Fragile and conflict affected situations,FCS,2015,49.87028881,1845.312304
Fragile and conflict affected situations,FCS,2015,49.87028881,-1.170268954
France,FRA,2015,48.36977078,36652.92231
France,FRA,2015,48.36977078,0.754024352
French Polynesia,PYF,2015,50.88574885,18252.5142
French Polynesia,PYF,2015,50.88574885,0.998225296
Gabon,GAB,2015,51.08672986,7090.454634
Gabon,GAB,2015,51.08672986,0.721232639
Gambia. The,GMB,2015,49.63493056,611.6712191
Gambia. The,GMB,2015,49.63493056,1.097050489
Georgia,GEO,2015,47.14313898,4086.622347
Georgia,GEO,2015,47.14313898,3.188392949
Germany,DEU,2015,49.26743832,41103.25644
Germany,DEU,2015,49.26743832,0.617105353
Ghana,GHA,2015,49.86801434,1711.271326
Ghana,GHA,2015,49.86801434,-0.265332917
Greece,GRC,2015,49.09412647,18083.87791
Greece,GRC,2015,49.09412647,0.463652786
Greenland,GRL,2015,52.80794347,44536.35497
Greenland,GRL,2015,52.80794347,-2.214918882
Grenada,GRD,2015,50.27651706,8379.621847
Grenada,GRD,2015,50.27651706,5.543417928
Guam,GUM,2015,50.59948327,34522.37793
Guam,GUM,2015,50.59948327,0.564587368
Guatemala,GTM,2015,49.53527278,3994.629085
Guatemala,GTM,2015,49.53527278,2.346295146
Guinea,GIN,2015,49.12904681,756.4255898
Guinea,GIN,2015,49.12904681,1.212553188
Guinea-Bissau,GNB,2015,49.20239541,644.1790639
Guinea-Bissau,GNB,2015,49.20239541,3.428111155
Guyana,GUY,2015,49.21930358,5668.429765
Guyana,GUY,2015,49.21930358,0.165185137
Haiti,HTI,2015,49.66194319,1405.714776
Haiti,HTI,2015,49.66194319,-0.049590682
Heavily indebted poor countries (HIPC),HPC,2015,49.81655724,917.7214597
Heavily indebted poor countries (HIPC),HPC,2015,49.81655724,1.859362151
High income,HIC,2015,49.31930462,36482.99653
High income,HIC,2015,49.31930462,1.79147324
Honduras,HND,2015,50.55988458,2257.225284
Honduras,HND,2015,50.55988458,1.97813209
Hong Kong SAR. China,HKG,2015,46.29724326,42432.16197
Hong Kong SAR. China,HKG,2015,46.29724326,1.520014427
Hungary,HUN,2015,47.66777466,12717.0386
Hungary,HUN,2015,47.66777466,3.954282613
Iceland,ISL,2015,50.24436658,52951.68151
Iceland,ISL,2015,50.24436658,3.354145333
IDA & IBRD total,IBT,2015,50.43330499,4484.489384
IDA & IBRD total,IBT,2015,50.43330499,2.988200629
India,IND,2015,51.67136747,1590.174331
India,IND,2015,51.67136747,6.721067631
Indonesia,IDN,2015,50.37490239,3322.581679
Indonesia,IDN,2015,50.37490239,3.717745469
Iran. Islamic Rep.,IRN,2015,50.68384246,4990.936795
Iran. Islamic Rep.,IRN,2015,50.68384246,-3.629417164
Iraq,IRQ,2015,49.92414947,4416.942924
Iraq,IRQ,2015,49.92414947,1.917912089
Ireland,IRL,2015,49.46758942,62179.26427
Ireland,IRL,2015,49.46758942,23.30469344
Isle of Man,IMN,2015,49.5424258,84753.51874
Isle of Man,IMN,2015,49.5424258,-0.024795387
Israel,ISR,2015,49.67928681,36206.52222
Israel,ISR,2015,49.67928681,0.475269155
Italy,ITA,2015,48.49644146,30242.38614
Italy,ITA,2015,48.49644146,0.875477402
Jamaica,JAM,2015,49.65665812,5077.550969
Jamaica,JAM,2015,49.65665812,0.56387602
Japan,JPN,2015,48.66558424,34960.63938
Japan,JPN,2015,48.66558424,1.668465117
Jordan,JOR,2015,52.0811026,4064.25301
Jordan,JOR,2015,52.0811026,-6.53100718
Kazakhstan,KAZ,2015,47.8177535,10510.77032
Kazakhstan,KAZ,2015,47.8177535,-0.268267117
Kenya,KEN,2015,49.66446316,1496.653573
Kenya,KEN,2015,49.66446316,2.683317425
Kiribati,KIR,2015,48.69716469,1641.480977
Kiribati,KIR,2015,48.69716469,9.796382016
Korea. Rep.,KOR,2015,50.08010389,28737.43917
Korea. Rep.,KOR,2015,50.08010389,2.268429401
Kosovo,XKX,2015,49.89267373,3520.782075
Kosovo,XKX,2015,49.89267373,7.371827529
Kuwait,KWT,2015,59.84205152,29315.1931
Kuwait,KWT,2015,59.84205152,-3.194412944
Kyrgyz Republic,KGZ,2015,49.01916828,1121.082696
Kyrgyz Republic,KGZ,2015,49.01916828,1.758864407
Lao PDR,LAO,2015,50.43761112,2125.458901
Lao PDR,LAO,2015,50.43761112,5.753411005
Late-demographic dividend,LTE,2015,50.38775982,8212.743292
Late-demographic dividend,LTE,2015,50.38775982,4.028621064
Latin America & Caribbean,LCN,2015,49.3601857,8719.625753
Latin America & Caribbean,LCN,2015,49.3601857,-0.617142609
Latin America & Caribbean (excluding high income),LAC,2015,49.34618509,8297.302258
Latin America & Caribbean (excluding high income),LAC,2015,49.34618509,-0.745432566
Latin America & the Caribbean (IDA & IBRD countries),TLA,2015,49.36280463,8577.804211
Latin America & the Caribbean (IDA & IBRD countries),TLA,2015,49.36280463,-0.692208494
Latvia,LVA,2015,45.81529201,13786.4568
Latvia,LVA,2015,45.81529201,4.739182606
Least developed countries: UN classification,LDC,2015,49.72264127,968.1238895
Least developed countries: UN classification,LDC,2015,49.72264127,0.252299495
Lebanon,LBN,2015,49.59748021,7802.751368
Lebanon,LBN,2015,49.59748021,-1.493847611
Lesotho,LSO,2015,49.24459092,1113.836835
Lesotho,LSO,2015,49.24459092,1.990905886
Liberia,LBR,2015,49.63357991,699.6629469
Liberia,LBR,2015,49.63357991,-2.033029839
Libya,LBY,2015,50.79556897,7867.514931
Libya,LBY,2015,50.79556897,-2.355436924
Liechtenstein,LIE,2015,49.58104671,167809.2699
Lithuania,LTU,2015,46.29722667,14263.96458
Lithuania,LTU,2015,46.29722667,2.988912971
Low & middle income,LMY,2015,50.55502492,4214.45758
Low & middle income,LMY,2015,50.55502492,3.351340487
Low income,LIC,2015,49.89197267,714.7715647
Low income,LIC,2015,49.89197267,-3.041183898
Lower middle income,LMC,2015,50.85671693,1856.926033
Lower middle income,LMC,2015,50.85671693,4.318317591
Luxembourg,LUX,2015,50.1489266,105462.0126
Luxembourg,LUX,2015,50.1489266,-0.115476306
Macao SAR. China,MAC,2015,47.47650913,73220.63556
Macao SAR. China,MAC,2015,47.47650913,-22.92684929
Madagascar,MDG,2015,50.16705624,455.6380346
Madagascar,MDG,2015,50.16705624,0.497287786
Malawi,MWI,2015,48.5223044,544.2768727
Malawi,MWI,2015,48.5223044,0.002403032
Malaysia,MYS,2015,51.33089486,9699.600463
Malaysia,MYS,2015,51.33089486,3.527534436
Maldives,MDV,2015,57.50765642,9480.431513
Maldives,MDV,2015,57.50765642,-0.526273219
Mali,MLI,2015,50.51403952,723.5042049
Mali,MLI,2015,50.51403952,2.882860607
Malta,MLT,2015,50.51896824,24921.71418
Malta,MLT,2015,50.51896824,7.023412441
Marshall Islands,MHL,2015,51.20218579,3708.215562
Marshall Islands,MHL,2015,51.20218579,4.185510711
Mauritania,MRT,2015,48.81851493,1562.726836
Mauritania,MRT,2015,48.81851493,2.62469076
Mauritius,MUS,2015,49.52236897,9507.871337
Mauritius,MUS,2015,49.52236897,3.553356966
Mexico,MEX,2015,48.95948933,10098.17318
Mexico,MEX,2015,48.95948933,1.510744661
Micronesia. Fed. Sts.,FSM,2015,50.39739818,2891.322103
Micronesia. Fed. Sts.,FSM,2015,50.39739818,4.203251189
Middle East & North Africa,MEA,2015,51.83017564,7266.659229
Middle East & North Africa,MEA,2015,51.83017564,0.629204043
Middle East & North Africa (excluding high income),MNA,2015,50.5380807,3862.572205
Middle East & North Africa (excluding high income),MNA,2015,50.5380807,-1.24375117
Middle East & North Africa (IDA & IBRD countries),TMN,2015,50.54673698,3869.315611
Middle East & North Africa (IDA & IBRD countries),TMN,2015,50.54673698,-1.2677294
Middle income,MIC,2015,50.62614933,4590.10014
Middle income,MIC,2015,50.62614933,3.570401722
Moldova,MDA,2015,47.55530929,2749.551371
Moldova,MDA,2015,47.55530929,0.429158888
Monaco,MCO,2015,49.08324266,170338.6804
Monaco,MCO,2015,49.08324266,3.009249664
Mongolia,MNG,2015,49.70542194,3919.351213
Mongolia,MNG,2015,49.70542194,0.241383712
Montenegro,MNE,2015,48.76349836,6517.192675
Montenegro,MNE,2015,48.76349836,3.332384578
Morocco,MAR,2015,50.30095623,3139.228271
Morocco,MAR,2015,50.30095623,3.022429876
Mozambique,MOZ,2015,48.90737506,603.8385138
Mozambique,MOZ,2015,48.90737506,4.174322974
Myanmar,MMR,2015,49.87074904,1157.783961
Myanmar,MMR,2015,49.87074904,6.137642786
Namibia,NAM,2015,48.33031352,4965.672765
Namibia,NAM,2015,48.33031352,2.450710978
Nauru,NRU,2015,51.0147519,7587.25441
Nauru,NRU,2015,51.0147519,1.153483183
Nepal,NPL,2015,47.67363658,882.3076616
Nepal,NPL,2015,47.67363658,3.417884303
Netherlands,NLD,2015,49.58370369,45193.40322
Netherlands,NLD,2015,49.58370369,1.508266184
New Caledonia,NCL,2015,50.27099409,32428.57223
New Zealand,NZL,2015,49.04644065,38639.35019
New Zealand,NZL,2015,49.04644065,1.643331576
Nicaragua,NIC,2015,49.27466398,2025.324776
Nicaragua,NIC,2015,49.27466398,3.296628126
Niger,NER,2015,50.6908145,481.1113011
Niger,NER,2015,50.6908145,0.471154424
Nigeria,NGA,2015,50.43780432,2679.554223
Nigeria,NGA,2015,50.43780432,0.076961617
North America,NAC,2015,49.45951459,55701.81244
North America,NAC,2015,49.45951459,2.004986975
North Macedonia,MKD,2015,49.91679167,5262.686719
North Macedonia,MKD,2015,49.91679167,4.134290505
Northern Mariana Islands,MNP,2015,53.04383274,17665.10075
Northern Mariana Islands,MNP,2015,53.04383274,4.069818527
Norway,NOR,2015,50.32799292,74809.9658
Norway,NOR,2015,50.32799292,0.848799124
OECD members,OED,2015,49.20142935,35733.34403
OECD members,OED,2015,49.20142935,1.866803987
Oman,OMN,2015,64.75539246,18777.43306
Oman,OMN,2015,64.75539246,0.444638517
Other small states,OSS,2015,51.33552422,11597.28561
Other small states,OSS,2015,51.33552422,1.923578154
Pacific island small states,PSS,2015,50.63658117,3735.499523
Pacific island small states,PSS,2015,50.63658117,2.664377514
Pakistan,PAK,2015,51.18456051,1421.835278
Pakistan,PAK,2015,51.18456051,2.875424595
Palau,PLW,2015,53.13026863,16141.16966
Palau,PLW,2015,53.13026863,9.760748875
Panama,PAN,2015,50.08413992,13669.55944
Panama,PAN,2015,50.08413992,3.907928881
Papua New Guinea,PNG,2015,51.89917871,2502.073445
Papua New Guinea,PNG,2015,51.89917871,3.902031266
Paraguay,PRY,2015,50.28689128,5861.401895
Paraguay,PRY,2015,50.28689128,1.503457647
Peru,PER,2015,49.54328235,6180.119268
Peru,PER,2015,49.54328235,2.048956732
Philippines,PHL,2015,50.65380236,2974.296917
Philippines,PHL,2015,50.65380236,4.587218251
Poland,POL,2015,48.40114215,12560.05142
Poland,POL,2015,48.40114215,4.452883998
Portugal,PRT,2015,47.4231424,19250.10654
Portugal,PRT,2015,47.4231424,2.214482885
Post-demographic dividend,PST,2015,49.0198141,40717.09895
Post-demographic dividend,PST,2015,49.0198141,1.767802121
Pre-demographic dividend,PRE,2015,49.87869688,1524.757279
Pre-demographic dividend,PRE,2015,49.87869688,0.388466479
Puerto Rico,PRI,2015,47.69417285,29763.4883
Puerto Rico,PRI,2015,47.69417285,0.706860914
Qatar,QAT,2015,75.25889671,66984.9102
Qatar,QAT,2015,75.25889671,-3.928099196
Romania,ROU,2015,48.420907,8976.954489
Romania,ROU,2015,48.420907,3.646553566
Russian Federation,RUS,2015,46.37397462,9277.713867
Russian Federation,RUS,2015,46.37397462,-2.276211411
Rwanda,RWA,2015,48.64551185,733.8133793
Rwanda,RWA,2015,48.64551185,6.290328104
Samoa,WSM,2015,51.1865639,4048.467113
Samoa,WSM,2015,51.1865639,2.924962048
San Marino,SMR,2015,48.63866548,42281.81125
San Marino,SMR,2015,48.63866548,1.739978528
Sao Tome and Principe,STP,2015,49.92442473,1292.733055
Sao Tome and Principe,STP,2015,49.92442473,-0.29143919
Saudi Arabia,SAU,2015,57.32578667,20442.36256
Saudi Arabia,SAU,2015,57.32578667,2.516886964
Senegal,SEN,2015,49.09586331,1238.1264
Senegal,SEN,2015,49.09586331,3.508054186
Serbia,SRB,2015,47.97622075,5588.979444
Serbia,SRB,2015,47.97622075,2.311015889
Seychelles,SYC,2015,52.28436114,15333.10517
Seychelles,SYC,2015,52.28436114,6.51232551
Sierra Leone,SLE,2015,50.04844306,581.2934118
Sierra Leone,SLE,2015,50.04844306,-22.38331483
Singapore,SGP,2015,52.24372737,55645.60686
Singapore,SGP,2015,52.24372737,1.762324686
Sint Maarten (Dutch part),SXM,2015,52.62280811,36519.99266
Sint Maarten (Dutch part),SXM,2015,52.62280811,-2.833546206
Slovak Republic,SVK,2015,48.74737392,16390.88217
Slovak Republic,SVK,2015,48.74737392,5.06728463
Slovenia,SVN,2015,49.60622088,20890.16643
Slovenia,SVN,2015,49.60622088,2.133258028
Small states,SST,2015,50.92386362,10568.2407
Small states,SST,2015,50.92386362,1.606782874
Solomon Islands,SLB,2015,51.16279829,2134.805418
Solomon Islands,SLB,2015,51.16279829,-0.860529804
Somalia,SOM,2015,50.12678814,507.4829155
Somalia,SOM,2015,50.12678814,6.314864285
South Africa,ZAF,2015,48.59899073,6204.929901
South Africa,ZAF,2015,48.59899073,-0.757928114
South Asia,SAS,2015,51.32291858,1539.594145
South Asia,SAS,2015,51.32291858,5.951958508
South Asia (IDA & IBRD),TSA,2015,51.32291858,1539.594145
South Asia (IDA & IBRD),TSA,2015,51.32291858,5.951958508
South Sudan,SSD,2015,49.45549516,1071.777765
South Sudan,SSD,2015,49.45549516,-10.64207441
Spain,ESP,2015,49.12921535,25754.36103
Spain,ESP,2015,49.12921535,3.919117265
